PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;images;sample;geo;spec;im
57991.4930419387;998.098567675338;6373.43060259584;3811.01616550173;-8991.48724790594;169.944167141395;-2748.66920355032;4998.66120083112;-4590.19998133254;-330.540779824525;2103.69575376405;2100.60338316504;-1807.76074493309;259.663263393081;-3295.96002475891;28388uniboc-l1-s1-f1-c2-d0.png;28388uniboc;boc;uni;28388uniboc-l1-s1-f1-c2-d0
21409.2652121214;-13029.9563755863;-10137.3246135698;-4305.19606380818;-1272.42149307083;-2217.77230565426;-724.46440602742;-32.0867475094805;1001.87567500995;-1248.86041147607;-1939.85491501184;-1540.57343334255;-1340.37877020589;-28.8082864046194;294.078407110104;PL17_137uniflo-l4-s4-f4-c2-d1.png;PL17_137uniflo;flo;uni;PL17_137uniflo-l4-s4-f4-c2-d1
41992.0824491354;-4852.88863554466;7096.96300416143;-11214.523462144;-3276.78732845673;-4958.45752045037;3085.11257383837;-3282.87102142824;3919.57379312929;1401.32719970227;-1227.51149891737;1666.82386079352;1647.65384731113;-4115.16067895056;1950.03286814366;PL17_74unipor-l1-s3-f3-c2-d1.png;PL17_74unipue;pue;uni;PL17_74unipor-l1-s3-f3-c2-d1
26296.7025348543;-13507.0806814631;-16727.6031407755;15817.2411541368;16406.4971756895;-6733.55762718363;3663.47531348613;-4166.22018211931;-2158.15176098417;4960.9305986584;2596.90094916129;6921.80797775042;2653.08548512646;701.764341825057;-4493.31472816099;PL17_70unipor-l1-s3-f3-c2-d1.png;PL17_70unipue;pue;uni;PL17_70unipor-l1-s3-f3-c2-d1
40063.8269584161;-20533.3742349298;-10764.3497741854;-11446.509882138;65.4347512431846;-2357.96275444279;-1184.15389753236;3982.10405843464;580.015632240202;-656.019633273573;326.419754634513;203.797606143118;-373.378261268358;-2478.56648270521;1222.40357980234;PL17_136uniflo-l5-s4-f4-c2-d1.png;PL17_136uniflo;flo;uni;PL17_136uniflo-l5-s4-f4-c2-d1
-22505.641158966;482.228863482361;-6665.32236610244;1622.17614178294;-6292.43417886335;429.70227005195;2206.65883866229;2764.13422487974;-1985.28109172658;-445.503482944032;3554.07995765634;150.530254774888;2050.46523350018;-21.5072305199451;1873.57987290047;PL17_087nigbel-l4-s4-f4-c2-d1.png;PL17_87nigbel;bel;nig;PL17_087nigbel-l4-s4-f4-c2-d1
21300.1733590069;-21139.3759713218;-8076.44095037941;-12522.1770751157;-268.128038473884;942.330842944652;-73.6331354050848;-499.663427755076;-2551.59579040118;-3113.75571242453;-1191.26929566881;-569.676922779393;191.233708488384;-997.29720930829;-2516.3767734161;PL17_135uniflo-l6-s4-f4-c2-d1.png;PL17_135uniflo;flo;uni;PL17_135uniflo-l6-s4-f4-c2-d1
-26927.0883271322;2099.02819136236;-5591.14889648621;-413.940271923484;-4098.46453522647;2556.57740970835;-1439.37314535553;-1390.35335762884;135.494061782662;357.122387725082;1101.90508153792;754.447593385098;-1565.31420248485;-809.044438222742;-196.821933458188;28394nigboc-l1-s1-f1-c2-d0.png;28394nigboc;boc;nig;28394nigboc-l1-s1-f1-c2-d0
-3989.47127296878;14551.2950879725;-780.946781586762;467.44419156333;9621.7525969645;-6532.84265109256;-4000.72908697077;1737.78581317429;3575.14309154073;-388.845678925469;3364.9190787995;-4531.61963268826;1107.12902628627;66.4362921717959;2055.03476640557;PL17_39chlpor-l1-s3-f3-c2-d1.png;PL17_39chlpue;pue;chl;PL17_39chlpor-l1-s3-f3-c2-d1
-17479.8647551665;-4957.54130409514;-7063.48415224569;459.599843554676;-1155.40279371642;2311.04296549225;1134.63042903028;987.732727488294;-2141.21712915608;823.116983188476;664.854803123033;-816.027808722888;2422.63549731061;-524.349447784776;-408.716344555766;PL17_093nigbel-l1-s4-f4-c2-d1.png;PL17_93nigbel;bel;nig;PL17_093nigbel-l1-s4-f4-c2-d1
