PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;images;sample;geo;spec;im
44446.7295754289;2135.8175801671;6636.64184283047;-12696.3396640526;-29.1898625119501;303.985506241664;858.811331136704;321.672913165293;498.802776931244;-3272.91421724731;388.609178355807;-3034.73289230601;946.140959751233;1137.24213643982;1846.29316087158;28388uniboc-l1-s1-f1-c2-d0.png;28388uniboc;boc;uni;28388uniboc-l1-s1-f1-c2-d0
29120.3247478317;-6217.58838322004;11422.3674483958;-6781.7734703322;-1500.88580484396;9262.67819262781;235.718402673152;1562.51466589326;2216.22089316084;2733.55453767981;-557.340863970208;3869.00244278842;127.929826882048;-426.16833483539;-1115.37369034346;PL17_74unipor-l1-s3-f3-c2-d1.png;PL17_74unipue;pue;uni;PL17_74unipor-l1-s3-f3-c2-d1
35820.8065194931;-20287.2893680408;14026.011220063;3815.77025822776;8707.90121994892;-3678.57990488338;2725.2492376926;-3380.75549046457;-2524.73262373246;563.18193591486;-575.41840493416;2034.41123445828;-147.797703534553;299.628857900758;2463.55214180318;PL17_04pueboc-l1-s2-f1-c2-d0.png;PL17_04pueboc;boc;pue;PL17_04pueboc-l1-s2-f1-c2-d0
17145.527837582;26690.7107301842;13744.4572580532;12882.3518886281;-4651.24244846862;8781.15492771976;-62.5565892324861;106.370367113577;-2157.26787039141;3152.16501268789;114.373116400103;-5381.66564738853;803.539976227207;2893.82886763782;265.212663295415;PL17_70unipor-l1-s3-f3-c2-d1.png;PL17_70unipue;pue;uni;PL17_70unipor-l1-s3-f3-c2-d1
-31925.9768245535;3637.00215969732;4327.83070534651;-4468.91867519873;2002.85588572154;-548.789876762665;-1841.67516862192;-749.796187990033;-7.39793020034895;-369.769648222563;-396.691229923877;-647.317618599527;481.491511358839;-847.096953691514;-47.4058521221676;28394nigboc-l1-s1-f1-c2-d0.png;28394nigboc;boc;nig;28394nigboc-l1-s1-f1-c2-d0
-7361.87721443637;-1174.81037616723;-6569.95047398494;6690.29145014102;-4786.63605696983;2979.99057944367;133.498617414933;-2674.42023959141;3106.80586440088;-2258.49384759197;-251.64766766177;751.867785521289;-1018.24872926306;-885.958147772958;1811.56345710647;PL17_39chlpor-l1-s3-f3-c2-d1.png;PL17_39chlpue;pue;chl;PL17_39chlpor-l1-s3-f3-c2-d1
-11148.3984663302;265.73674018689;-2741.29127400849;-6991.90140263704;2125.25176045983;161.172201047842;1397.31306550863;-2581.3528875492;-3220.6907918655;528.594312905166;-683.217296814718;-70.4196712342782;785.595955319487;712.620782120534;886.884385985342;28366gumboc-l1-s2-f1-c2-d1.png;28366gumboc;boc;gum;28366gumboc-l1-s2-f1-c2-d1
-3653.60919366124;-18745.4797819933;-10648.2731965198;3392.52629483937;-8540.84074500627;192.262614091028;-661.99297138039;100.37026143442;-295.032129840674;-412.840854483089;387.799371885645;-1968.39583194739;185.640666227167;794.631167794397;-844.252363811035;PL17_62puepor-l1-s3-f3-c2-d1.png;PL17_62chlpue;pue;chl;PL17_62puepor-l1-s3-f3-c2-d1
6693.80949734399;5571.05816534285;2377.7048753423;-182.062758239947;-5299.32230688848;-3162.99219050694;-211.252097028456;1811.27322373992;-3233.46446137285;1968.25509155955;-1178.01593560248;-686.408265797627;184.474083824905;-1367.51374809473;488.538073316194;PL17_66unipor-l1-s3-f3-c2-d1.png;PL17_66unipue;pue;uni;PL17_66unipor-l1-s3-f3-c2-d1
-7804.96128984413;3859.84588081677;-11639.2516912466;3963.83316255713;-8208.36402870927;5587.20879618856;7634.18430117535;-3633.84073364952;-4838.04328500926;-1761.37173599999;-3193.90072365983;-1766.7022886632;640.795421246357;-3469.64195918337;-79.7059502587171;PL17_68gutpor-l1-s3-f3-c2-d1.png;PL17_68gutpue;pue;gut;PL17_68gutpor-l1-s3-f3-c2-d1
21964.1841568206;-1326.96396878308;-8141.63327476318;-5961.82786976822;-6095.29270593867;-752.237617196765;-854.649156155865;1666.33312945518;-2252.41439225676;1915.28781544502;-1333.61695794762;-1123.72205418974;-2020.95088057306;-588.406392849573;29.2529389548125;PL17_55unipor-l1-s3-f3-c2-d1.png;PL17_55unipue;pue;uni;PL17_55unipor-l1-s3-f3-c2-d1
-31592.9347568135;5066.44022322776;3443.52120370452;-3634.98847162298;1746.61991113425;-290.035541460035;-1514.70635185064;-1391.65912450594;1467.34961264519;589.230862682077;-377.560297921971;481.140093789206;297.131943989026;-459.971214150538;58.7814038904879;28386nigboc-l1-s1-f1-c2-d0.png;28386nigboc;boc;nig;28386nigboc-l1-s1-f1-c2-d0
-26400.8780482159;6022.0933916649;-1898.04437475552;-784.973782637923;3510.2721830839;1517.02028930799;659.191821980457;1371.90928533904;670.592059243775;-1398.63739101852;-721.061738757074;2127.6355483976;374.287096885495;-445.910823779447;1600.78937026969;PL17_85indpor-l1-s3-f4-c2-d1.png;PL17_85indpue;pue;ind;PL17_85indpor-l1-s3-f4-c2-d1
-20320.2080157762;-16366.6273632263;-4620.38273351895;883.626672012144;-7213.87217734259;-1171.35610935318;-1158.02528073422;2725.47413259602;-1109.57081538979;1595.32415439871;-45.2809861400775;762.070316739617;1329.43991551561;1168.20836759859;-323.586427401066;PL17_41chlpor-l1-s3-f3-c2-d1.png;PL17_41chlpue;pue;chl;PL17_41chlpor-l1-s3-f3-c2-d1
