PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;PC13;PC14;PC15;images;sample;geo;spec;im
23407.7056016294;-23663.9215538914;-14944.4567060278;9500.03235023491;-4176.92747552782;1021.82047153293;1949.05047690016;-2105.04090044858;-3448.26708762159;1800.92774025686;-693.479641898705;2154.00497168884;3898.60550478787;1348.35655035693;3103.7029993615;PL17_103puebel-l1-s4-f4-c2-d1.png;PL17_103puebel;bel;pue;PL17_103puebel-l1-s4-f4-c2-d1
6385.52345836503;-20026.7911015651;10609.8900629653;-9267.08554463326;-531.011788789292;1506.71912110937;2722.04988047456;-1910.75326434486;-4724.36272581394;-2907.59214321475;-1795.95714217874;-533.414758585507;-240.950517366716;599.414095370714;-1972.72283064235;PL17_135uniflo-l6-s4-f4-c2-d1.png;PL17_135uniflo;flo;uni;PL17_135uniflo-l6-s4-f4-c2-d1
3532.28710398643;-17269.4035067882;5630.90385085683;-6256.79362474574;-2510.05562439554;-3223.32034905265;-767.542658180766;-3049.48579225936;1231.23956525701;4351.57958767144;620.985665555667;-2404.52260768768;-290.069392450593;774.750790698689;1874.22184556208;PL17_140uniflo-l1-s4-f4-c2-d1.png;PL17_140uniflo;flo;uni;PL17_140uniflo-l1-s4-f4-c2-d1
19140.0479766585;18332.7215596509;-979.411352873888;-6038.05883878772;2213.5559811742;884.605183819925;-6792.91238255764;-4793.59816635904;-1278.8870109229;-813.50564788674;2397.42887639056;969.303780822317;170.019609148931;-2071.33154721111;-1075.96544917532;PL17_55unipor-l1-s3-f3-c2-d1.png;PL17_55unipue;pue;uni;PL17_55unipor-l1-s3-f3-c2-d1
-32507.3846691291;-1639.83042411871;3521.51347322491;-1408.84057322893;1358.22305021111;2905.55164645357;2450.21282233157;2217.36995075044;-108.696248796552;-571.405340828593;249.760371205259;815.479771843354;1544.2350861037;1099.43970376123;-477.833730908911;PL17_093nigbel-l1-s4-f4-c2-d1.png;PL17_93nigbel;bel;nig;PL17_093nigbel-l1-s4-f4-c2-d1
17395.6975873523;4599.58845330748;-26835.8364805716;-523.808644272099;-353.770070180666;-5038.72197209783;-173.854534267291;-1943.21542682123;-1963.79801140732;-1463.45083534794;-3088.33370071548;-172.522683792047;3320.60499067329;533.58286630592;-241.332780638344;PL17_60puepor-l1-s3-f3-c2-d1.png;PL17_60puepue;pue;pue;PL17_60puepor-l1-s3-f3-c2-d1
-7627.58522191058;-10024.2607984554;-2634.57133543324;-9381.74858015816;12310.8898459449;8187.39899006594;9293.53407533019;-1730.63869781418;4495.38527278664;3690.83961735327;6610.52333676568;754.003914227687;-2593.58928210946;-3653.81098810828;-2636.55835058667;AG9RX50nigboc-l1-s2-f1-c2-d0.png;AG9RX_50nigboc;boc;nig;AG9RX50nigboc-l1-s2-f1-c2-d0
-4929.43471272597;-14543.2975603572;-2419.12303102216;4475.90932044187;-4778.76249688256;1174.71764839141;-3660.03128069;-1099.13083661974;-5213.82897284466;1313.76293418243;1293.98201937112;-999.978034800343;2106.19303668883;-1671.24965766405;-1335.87415156824;PL17_159pueflo-l5-s4-f4-c2-d1.png;PL17_159pueflo;flo;pue;PL17_159pueflo-l5-s4-f4-c2-d1
-4501.72233891222;-5387.3475944363;-2187.83578738859;7935.75922471998;-4956.42776239742;-2495.62135238363;549.850557374265;697.771542316562;-1075.97396991004;261.604451471753;1743.79384874425;1292.70584067051;1447.46126519826;-355.178205748444;-887.356212395024;PL17_157pueflo-l5-s4-f4-c2-d1.png;PL17_157pueflo;flo;pue;PL17_157pueflo-l5-s4-f4-c2-d1
9487.94326726495;-3160.44759722385;27397.8945976661;12519.3250024718;9801.1740737078;-6039.70464394387;862.349332031172;7381.0051661048;-5240.16420267848;-1543.35219435385;7528.32940513943;1829.41147270208;514.161237522307;3935.3156246618;-1652.6805856556;PL17_70unipor-l1-s3-f3-c2-d1.png;PL17_70unipue;pue;uni;PL17_70unipor-l1-s3-f3-c2-d1
-40161.4903469829;1245.88224442218;738.943070850099;-2614.6921349383;-1524.57642960207;1795.564997062;426.612175260915;1963.99960202912;662.534766950247;214.325643445664;772.181707595989;813.584704820885;1594.45964082021;865.457616633076;233.246707531269;PL17_091nigbel-l1-s4-f4-c2-d1.png;PL17_91nigbel;bel;nig;PL17_091nigbel-l1-s4-f4-c2-d1
7025.09374443977;-13455.7604320523;10842.6883991469;-6163.91790810578;-2638.92202295666;-8340.9350807491;-3002.96132676819;796.897485468294;3599.38579143541;3163.8089155849;1219.63688583511;-1462.31081210343;1578.83000120035;2595.26472613792;618.475072398998;PL17_143uniflo-l4-s4-f4-c2-d1.png;PL17_143uniflo;flo;uni;PL17_143uniflo-l4-s4-f4-c2-d1
-1540.59655698912;-9610.99460466843;5076.35324188254;-5898.33360615234;-3449.93328238774;-3428.24819011575;-2301.46072082397;-1232.65976215226;-775.081874737759;806.473009905659;115.408264708073;-2427.83253993041;-2458.95588707498;177.599706075459;1553.82103994765;PL17_138uniflo-r2-s4-f4-c2-d1.png;PL17_138uniflo;flo;uni;PL17_138uniflo-r2-s4-f4-c2-d1
53255.0109208595;17021.5370866202;3936.36154461806;457.874540808388;9923.98033893098;8041.55879977276;-6030.01399469079;-3457.23223628974;-743.46542167435;-2344.54097169985;396.948255632969;2285.38326320769;-829.631110860617;2858.88212721886;5632.18893067645;28392uniboc-l1-s2-f1-c2-d0.png;28392uniboc;boc;uni;28392uniboc-l1-s2-f1-c2-d0
28084.9172592251;-4330.63639937669;29.6958828146705;-14015.5235595551;-178.488012264598;-6796.97723277229;-1802.71004144871;1823.86800038631;-2275.45313444714;-1589.39580458814;1754.5047917843;2564.74293984216;620.418378763135;-1760.12592035801;3166.70681182857;PL17_74unipor-l1-s3-f3-c2-d1.png;PL17_74unipue;pue;uni;PL17_74unipor-l1-s3-f3-c2-d1
-41481.0248552512;5047.40947077892;2032.17435383529;-919.324451011341;-859.417412031216;1868.22673091709;893.277205022946;-198.935815806991;148.374197832153;-356.575882141599;-550.837757473991;85.7100137899666;-321.18165395273;-132.455280435568;1089.31659053202;28385nigboc-l1-s1-f1-c2-d0.png;28385nigboc;boc;nig;28385nigboc-l1-s1-f1-c2-d0
-44453.7338228947;5259.83496241171;1059.73219987932;-1634.31390514771;-2660.65553053208;325.207914573843;-297.270238110102;-8.40184376634832;199.421481701819;267.065881399335;-318.328471028577;-58.1585445788738;69.3561599689409;35.5775167009473;1053.38961278985;AG9RX46nigboc-l1-s2-f1-c2-d0.png;AG9RX_46nigboc;boc;nig;AG9RX46nigboc-l1-s2-f1-c2-d0
-18487.5120324395;-2031.26201696224;1.87468475060739;-11.4606434244284;2289.94208725991;-212.216770560335;-268.718298634112;1081.75263092533;1603.11520799505;1339.87810747267;1780.69821141867;76.5096865858273;1626.11150050874;157.992716661915;-292.33969815805;PL17_104nigbel-l1-s4-f4-c2-d1.png;PL17_104nigbel;bel;nig;PL17_104nigbel-l1-s4-f4-c2-d1
31630.5018356451;-13884.6930307584;-272.142170090818;-15730.475226136;3367.12875373279;-1286.89018702723;1476.81883780639;207.450324801618;215.12965479741;360.781944736647;1656.12060155402;3725.92269760104;-2718.77243680201;708.716431360987;4564.87761322164;28383uniboc-l1-s2-f1-c2-d0.png;28383uniboc;boc;uni;28383uniboc-l1-s2-f1-c2-d0
16580.1855217622;-6183.86470953894;-144.894532077783;7097.87009153736;-5483.37191010593;-4052.46948511167;1087.83818667396;-1033.6815672301;4122.53643385878;220.147132983598;166.559371648754;1485.11763905827;3441.17132901691;-2534.33475245678;1497.24340775333;PL17_110puebel-l1-s4-f4-c2-d1.png;PL17_110puebel;bel;pue;PL17_110puebel-l1-s4-f4-c2-d1
6228.73922569212;-10232.8679595189;11081.1451164562;-2414.56265815453;-2979.22720282816;-1679.3727086358;1312.05538330032;-969.551694285862;-802.692893046025;-2469.72865576152;-2219.79120818196;-619.899238135151;-1734.00854325291;-1842.73984154732;-185.123800008436;PL17_137uniflo-l4-s4-f4-c2-d1.png;PL17_137uniflo;flo;uni;PL17_137uniflo-l4-s4-f4-c2-d1
20529.0184877013;17039.091443749;-13280.8356782459;5386.90359124524;-3808.30711799708;-5896.98909311102;4415.65767363799;-3008.39309169896;2088.23311172678;-1442.29076855632;1834.99496116923;6524.81882564513;-2008.80635146156;7866.89008410727;-4254.91128464694;PL17_69puepor-l1-s3-f3-c2-d1.png;PL17_69puepue;pue;pue;PL17_69puepor-l1-s3-f3-c2-d1
-9.63433986133732;-4969.38870664641;-5066.57432326983;1452.94856947116;-7465.69228037266;60.4775157991935;-1091.82958460837;925.24869216258;3555.79624634966;-159.003071316604;-977.382854731501;-743.320874372503;1517.73091297053;-983.813530754514;-81.6220622457003;PL17_094puebel-l1-s4-f4-c2-d1.png;PL17_94puebel;bel;pue;PL17_094puebel-l1-s4-f4-c2-d1
21274.2291810428;27508.2700818648;-8660.26865513239;6050.61951312036;-4313.70492034851;1596.8501238257;6007.03272291907;-5893.66972388244;-2531.01774105284;9191.09491452182;6197.11822103804;-5017.89236183003;554.40717493556;350.722280548701;2218.11660776445;PL17_82puepor-l1-s3-f4-c2-d1.png;PL17_82puepue;pue;pue;PL17_82puepor-l1-s3-f4-c2-d1
-15309.7861629479;-401.371443946119;6946.72632497495;-3381.73176258552;419.253147858895;3597.76305791016;-2421.48973335867;1749.25415514982;-3371.22380572569;-759.153075932034;-1651.56256268498;580.703232473057;-395.156793233848;3153.17482590337;-109.239065061554;28377uniboc-l1-s1-f1-c2-d1.png;28377uniboc;boc;uni;28377uniboc-l1-s1-f1-c2-d1
-3414.78414298313;8392.86145565709;-14508.3824716707;-2011.12355992071;152.512342047074;-4569.59928661865;-3316.0528272863;-4031.41133528552;2139.74667289832;665.701929237928;1578.84263873623;904.769582072132;863.256836326067;-22.7015330578245;-2709.72772962588;PL17_65puepor-l1-s3-f3-c2-d1.png;PL17_65puepue;pue;pue;PL17_65puepor-l1-s3-f3-c2-d1
-10586.1800858255;15620.9955337799;5265.22930496323;-1568.25212414094;-1769.1774271282;1390.71714653358;-2762.20833706122;-3326.01628385813;75.8402295860416;-302.182430647956;-562.01180595629;279.191899469917;-1498.14372948729;-1659.42050807614;467.161728745614;28391uniboc-l1-s1-f1-c2-d0.png;28391uniboc;boc;uni;28391uniboc-l1-s1-f1-c2-d0
8367.52510318591;-17143.4250033631;18309.5627011488;881.488365041319;6976.94284548439;-2352.99081393707;-3393.30788161743;-3271.12452677788;1164.6660845279;1624.51543839578;-1160.23595413575;-4870.37618771768;-1308.63197934437;1305.09323278622;-2767.06858006124;PL17_141uniflo-l8-s4-f4-c2-d1.png;PL17_141uniflo;flo;uni;PL17_141uniflo-l8-s4-f4-c2-d1
21914.0803136896;15340.6176135326;8263.59335891011;16104.0912802007;-8278.33314526575;-4293.23761763738;381.598272398015;1623.94294658289;3911.58481248731;-2607.82269958279;3666.9775636121;-181.984975770568;-4707.75321448088;-1712.23101127647;2644.07062210976;PL17_50puepor-l2-s3-f3-c2-d1.png;PL17_50puepue;pue;pue;PL17_50puepor-l2-s3-f3-c2-d1
-41828.1995186478;4829.96285010829;264.724615725307;-1548.10317728311;254.473502271269;-126.291793887731;-224.441207056982;-933.634877172237;-77.210520565107;-350.08294314987;-1395.11272090511;-75.5662327669232;823.571998705752;102.975797262734;854.047396584746;28386nigboc-l1-s1-f1-c2-d0.png;28386nigboc;boc;nig;28386nigboc-l1-s1-f1-c2-d0
-37674.1697386348;2695.74968470866;1165.20361855431;-2740.79389584485;-207.57157484751;2272.83401231037;1725.27306526496;1570.18601823111;-678.287641228258;-277.638731224841;-570.18810335755;1757.76585844801;1237.04897099929;755.871078827568;188.112664514944;PL17_112nigbel-l1-s4-f4-c2-d1.png;PL17_112nigbel;bel;nig;PL17_112nigbel-l1-s4-f4-c2-d1
8018.53483014916;2264.47591885364;5772.39263341251;6110.94062760408;-6817.69931260795;1677.258737256;-2647.79612235425;732.518573584325;-1249.16882703758;-4392.97759078132;-124.266025218296;-1604.3298218806;-2247.43463005013;-1592.62377038322;-2983.77213276576;PL17_139pueflo-l1-s4-f4-c2-d1.png;PL17_139pueflo;flo;pue;PL17_139pueflo-l1-s4-f4-c2-d1
-42017.6437450887;4404.26847334394;-392.86404554992;-2995.8148801203;259.491566031977;534.555812967583;-20.8704027901382;-641.751330155927;118.629047705049;-288.754310980493;-1735.82850129044;1256.89140300082;-189.736477294186;518.15696077557;-150.421997062685;28394nigboc-l1-s1-f1-c2-d0.png;28394nigboc;boc;nig;28394nigboc-l1-s1-f1-c2-d0
3450.76403739021;-16801.0550660648;10988.6248752719;-6150.36955993491;-1718.68173357711;-3886.96191367158;814.560386509813;-2194.95206070031;-3181.22147268018;77.308225022391;-2071.59168143024;680.030347178028;-1884.82631945314;49.4885824883264;1793.45666927184;PL17_134uniflo-l6-s4-f4-c2-d1.png;PL17_134uniflo;flo;uni;PL17_134uniflo-l6-s4-f4-c2-d1
-23897.0983902452;61.4638845663085;3955.61757859333;4735.84399117791;12262.6616064733;181.005088740644;4722.99614523353;-1697.45551548786;-1965.97733298546;-2602.73828290254;-4700.09175703868;3960.52394598342;632.452693283145;-1272.26829562669;-350.366148790563;28387nigboc-l1-s2-f1-c2-d0.png;28387nigboc;boc;nig;28387nigboc-l1-s2-f1-c2-d0
-12008.0814245417;6329.69564845281;3200.58359066851;8921.32306674468;11763.8073447775;-7265.89656149383;4722.33610519186;403.674738962701;3180.67928044743;-356.787350807283;-2193.20385604286;886.653619118905;869.0844105976;-5191.89356158446;-1315.25597953098;PL17_54puepor-l2-s3-f3-c2-d1.png;PL17_54puepue;pue;pue;PL17_54puepor-l2-s3-f3-c2-d1
24106.7235359507;-19579.4789937189;14471.9225559159;-7825.89565813963;-2697.82199788526;-3118.50467479102;4399.54388227648;-2107.09529025587;624.74267085285;116.305526115334;-58.0657836872174;-3390.22048852521;-1141.70898548693;879.972059272519;-996.969410866038;PL17_136uniflo-l5-s4-f4-c2-d1.png;PL17_136uniflo;flo;uni;PL17_136uniflo-l5-s4-f4-c2-d1
39568.2165181433;-15038.3494512817;-21759.5282169765;-5068.49925329736;2553.70274719258;5552.16849445781;2324.07897992911;3944.35153867665;4763.4145723477;-6163.16645834744;130.768121903158;-5473.10403279807;588.923354589322;-370.874936060817;-2814.57427987112;PL17_04pueboc-l1-s2-f1-c2-d0.png;PL17_04pueboc;boc;pue;PL17_04pueboc-l1-s2-f1-c2-d0
