trip	ORGname	sampleID	orientation	numberOrient	colorID	frameID	cameraID	species	location	inSitu	shitty	image	flash	best_image
4	IMG_4023	PL17_143	right	r1	4	4	2	uni	flo	1	no	PL17_143uniflo-r1-s4-f4-c2-d1.CR2	Off	1
4	IMG_4024	PL17_143	right	r2	4	4	2	uni	flo	1	yes	PL17_143uniflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4025	PL17_143	right	r3	4	4	2	uni	flo	1	yes	PL17_143uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4026	PL17_143	right	r4	4	4	2	uni	flo	1	yes	PL17_143uniflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4027	PL17_143	right	r5	4	4	2	uni	flo	1	yes	PL17_143uniflo-r5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4028	PL17_143	right	r6	4	4	2	uni	flo	1	yes	PL17_143uniflo-r6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4029	PL17_143	right	r7	4	4	2	uni	flo	1	yes	PL17_143uniflo-r7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4030	PL17_143	right	r8	4	4	2	uni	flo	1	yes	PL17_143uniflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4031	PL17_143	right	r9	4	4	2	uni	flo	1	yes	PL17_143uniflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4032	PL17_143	right	r10	4	4	2	uni	flo	1	yes	PL17_143uniflo-r10-s4-f4-c2-d1.CR2	On	0
4	IMG_4033	PL17_143	right	r11	4	4	2	uni	flo	1	yes	PL17_143uniflo-r11-s4-f4-c2-d1.CR2	On	0
4	IMG_4034	PL17_143	left	l1	4	4	2	uni	flo	1	yes	PL17_143uniflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4035	PL17_143	left	l2	4	4	2	uni	flo	1	yes	PL17_143uniflo-l2-s4-f4-c2-d1.CR2	On	1
4	IMG_4036	PL17_143	left	l3	4	4	2	uni	flo	1	yes	PL17_143uniflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4037	PL17_143	left	l4	4	4	2	uni	flo	1	no	PL17_143uniflo-l4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4039	PL17_144	right	r1	4	4	2	gem	flo	1	no	PL17_144gemflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4040	PL17_144	right	r2	4	4	2	gem	flo	1	no	PL17_144gemflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4041	PL17_144	right	r3	4	4	2	gem	flo	1	no	PL17_144gemflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4042	PL17_144	right	r4	4	4	2	gem	flo	1	no	PL17_144gemflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4043	PL17_144	right	r5	4	4	2	gem	flo	1	yes	PL17_144gemflo-r5-s4-f4-c2-d1.CR2	On	0
4	IMG_4044	PL17_144	right	r6	4	4	2	gem	flo	1	yes	PL17_144gemflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4045	PL17_144	right	r7	4	4	2	gem	flo	1	yes	PL17_144gemflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4046	PL17_144	right	r8	4	4	2	gem	flo	1	yes	PL17_144gemflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4047	PL17_144	right	r9	4	4	2	gem	flo	1	yes	PL17_144gemflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4048	PL17_144	right	r10	4	4	2	gem	flo	1	yes	PL17_144gemflo-r10-s4-f4-c2-d1.CR2	On	0
4	IMG_4049	PL17_144	right	r11	4	4	2	gem	flo	1	yes	PL17_144gemflo-r11-s4-f4-c2-d1.CR2	On	0
4	IMG_4050	PL17_144	right	r12	4	4	2	gem	flo	1	yes	PL17_144gemflo-r12-s4-f4-c2-d1.CR2	On	0
4	IMG_4051	PL17_144	right	r13	4	4	2	gem	flo	1	yes	PL17_144gemflo-r13-s4-f4-c2-d1.CR2	On	0
4	IMG_4052	PL17_144	right	r14	4	4	2	gem	flo	1	yes	PL17_144gemflo-r14-s4-f4-c2-d1.CR2	On	0
4	IMG_4053	PL17_144	left	l1	4	4	2	gem	flo	1	yes	PL17_144gemflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4054	PL17_144	left	l2	4	4	2	gem	flo	1	yes	PL17_144gemflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4055	PL17_144	left	l3	4	4	2	gem	flo	1	yes	PL17_144gemflo-l3-s4-f4-c2-d1.CR2	On	1
4	IMG_4056	PL17_144	left	l4	4	4	2	gem	flo	1	yes	PL17_144gemflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4057	PL17_144	left	l5	4	4	2	gem	flo	1	yes	PL17_144gemflo-l5-s4-f4-c2-d1.CR2	On	0
4	IMG_4058	PL17_144	left	l6	4	4	2	gem	flo	1	yes	PL17_144gemflo-l6-s4-f4-c2-d1.CR2	On	0
4	IMG_4059	PL17_144	left	l7	4	4	2	gem	flo	1	no	PL17_144gemflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4060	PL17_144	left	l8	4	4	2	gem	flo	1	no	PL17_144gemflo-l8-s4-f4-c2-d1.CR2	Off	1
4	IMG_4061	PL17_144	left	l9	4	4	2	gem	flo	1	no	PL17_144gemflo-l9-s4-f4-c2-d1.CR2	Off	0
4	IMG_4065	PL17_145	right	r1	4	4	2	gem	flo	1	yes	PL17_145gemflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4066	PL17_145	right	r2	4	4	2	gem	flo	1	no	PL17_145gemflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4067	PL17_145	right	r3	4	4	2	gem	flo	1	no	PL17_145gemflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4068	PL17_145	right	r4	4	4	2	gem	flo	1	no	PL17_145gemflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4069	PL17_145	right	r5	4	4	2	gem	flo	1	no	PL17_145gemflo-r5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4070	PL17_145	right	r6	4	4	2	gem	flo	1	no	PL17_145gemflo-r6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4071	PL17_145	right	r7	4	4	2	gem	flo	1	yes	PL17_145gemflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4072	PL17_145	right	r8	4	4	2	gem	flo	1	yes	PL17_145gemflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4074	PL17_145	right	r9	4	4	2	gem	flo	1	yes	PL17_145gemflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4075	PL17_145	left	l1	4	4	2	gem	flo	1	yes	PL17_145gemflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4076	PL17_145	left	l2	4	4	2	gem	flo	1	yes	PL17_145gemflo-l2-s4-f4-c2-d1.CR2	On	1
4	IMG_4077	PL17_145	left	l3	4	4	2	gem	flo	1	yes	PL17_145gemflo-l3-s4-f4-c2-d1.CR2	On	0
4	IMG_4078	PL17_145	left	l4	4	4	2	gem	flo	1	yes	PL17_145gemflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4079	PL17_145	left	l5	4	4	2	gem	flo	1	yes	PL17_145gemflo-l5-s4-f4-c2-d1.CR2	On	0
4	IMG_4080	PL17_145	left	l6	4	4	2	gem	flo	1	yes	PL17_145gemflo-l6-s4-f4-c2-d1.CR2	On	0
4	IMG_4081	PL17_145	left	l7	4	4	2	gem	flo	1	yes	PL17_145gemflo-l7-s4-f4-c2-d1.CR2	On	0
4	IMG_4082	PL17_145	left	l8	4	4	2	gem	flo	1	no	PL17_145gemflo-l8-s4-f4-c2-d1.CR2	Off	1
4	IMG_4083	PL17_145	left	l9	4	4	2	gem	flo	1	no	PL17_145gemflo-l9-s4-f4-c2-d1.CR2	Off	0
4	IMG_4084	PL17_145	left	l10	4	4	2	gem	flo	1	no	PL17_145gemflo-l10-s4-f4-c2-d1.CR2	Off	0
4	IMG_4085	PL17_145	left	l11	4	4	2	gem	flo	1	no	PL17_145gemflo-l11-s4-f4-c2-d1.CR2	Off	0
4	IMG_4090	PL17_146	right	r1	4	4	2	uni	flo	1	yes	PL17_146uniflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4091	PL17_146	right	r2	4	4	2	uni	flo	1	no	PL17_146uniflo-r2-s4-f4-c2-d1.CR2	Off	1
4	IMG_4092	PL17_146	right	r3	4	4	2	uni	flo	1	no	PL17_146uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4093	PL17_146	right	r4	4	4	2	uni	flo	1	no	PL17_146uniflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4094	PL17_146	right	r5	4	4	2	uni	flo	1	no	PL17_146uniflo-r5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4095	PL17_146	right	r6	4	4	2	uni	flo	1	no	PL17_146uniflo-r6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4096	PL17_146	right	r7	4	4	2	uni	flo	1	no	PL17_146uniflo-r7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4097	PL17_146	right	r8	4	4	2	uni	flo	1	yes	PL17_146uniflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4098	PL17_146	right	r9	4	4	2	uni	flo	1	yes	PL17_146uniflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4099	PL17_146	right	r10	4	4	2	uni	flo	1	yes	PL17_146uniflo-r10-s4-f4-c2-d1.CR2	On	0
4	IMG_4100	PL17_146	right	r11	4	4	2	uni	flo	1	yes	PL17_146uniflo-r11-s4-f4-c2-d1.CR2	On	1
4	IMG_4101	PL17_146	right	r12	4	4	2	uni	flo	1	yes	PL17_146uniflo-r12-s4-f4-c2-d1.CR2	On	0
4	IMG_4102	PL17_146	left	l1	4	4	2	uni	flo	1	yes	PL17_146uniflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4103	PL17_146	left	l2	4	4	2	uni	flo	1	yes	PL17_146uniflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4104	PL17_146	left	l3	4	4	2	uni	flo	1	yes	PL17_146uniflo-l3-s4-f4-c2-d1.CR2	On	0
4	IMG_4105	PL17_146	left	l4	4	4	2	uni	flo	1	yes	PL17_146uniflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4106	PL17_146	left	l5	4	4	2	uni	flo	1	yes	PL17_146uniflo-l5-s4-f4-c2-d1.CR2	On	0
4	IMG_4107	PL17_146	left	l6	4	4	2	uni	flo	1	no	PL17_146uniflo-l6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4108	PL17_146	left	l7	4	4	2	uni	flo	1	no	PL17_146uniflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4109	PL17_146	left	l8	4	4	2	uni	flo	1	no	PL17_146uniflo-l8-s4-f4-c2-d1.CR2	Off	0
4	IMG_4110	PL17_146	left	l9	4	4	2	uni	flo	1	no	PL17_146uniflo-l9-s4-f4-c2-d1.CR2	Off	0
4	IMG_4111	PL17_146	left	l10	4	4	2	uni	flo	1	no	PL17_146uniflo-l10-s4-f4-c2-d1.CR2	Off	0
4	IMG_4123	PL17_147	right	r1	4	4	2	uni	flo	1	no	PL17_147uniflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4124	PL17_147	right	r2	4	4	2	uni	flo	1	no	PL17_147uniflo-r2-s4-f4-c2-d1.CR2	Off	1
4	IMG_4125	PL17_147	right	r3	4	4	2	uni	flo	1	no	PL17_147uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4126	PL17_147	right	r4	4	4	2	uni	flo	1	no	PL17_147uniflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4127	PL17_147	right	r5	4	4	2	uni	flo	1	no	PL17_147uniflo-r5-s4-f4-c2-d1.CR2	On	1
4	IMG_4128	PL17_147	right	r6	4	4	2	uni	flo	1	no	PL17_147uniflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4129	PL17_147	right	r7	4	4	2	uni	flo	1	no	PL17_147uniflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4130	PL17_147	right	r8	4	4	2	uni	flo	1	no	PL17_147uniflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4131	PL17_147	right	r9	4	4	2	uni	flo	1	yes	PL17_147uniflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4132	PL17_147	left	l1	4	4	2	uni	flo	1	yes	PL17_147uniflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4133	PL17_147	left	l2	4	4	2	uni	flo	1	yes	PL17_147uniflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4134	PL17_147	left	l3	4	4	2	uni	flo	1	yes	PL17_147uniflo-l3-s4-f4-c2-d1.CR2	On	0
4	IMG_4135	PL17_147	left	l4	4	4	2	uni	flo	1	yes	PL17_147uniflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4136	PL17_147	left	l5	4	4	2	uni	flo	1	no	PL17_147uniflo-l5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4137	PL17_147	left	l6	4	4	2	uni	flo	1	no	PL17_147uniflo-l6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4138	PL17_147	left	l7	4	4	2	uni	flo	1	no	PL17_147uniflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4139	PL17_148	right	r1	4	4	2	gem	flo	1	yes	PL17_148gemflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4140	PL17_148	right	r2	4	4	2	gem	flo	1	no	PL17_148gemflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4141	PL17_148	right	r3	4	4	2	gem	flo	1	no	PL17_148gemflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4142	PL17_148	right	r4	4	4	2	gem	flo	1	no	PL17_148gemflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4143	PL17_148	right	r5	4	4	2	gem	flo	1	no	PL17_148gemflo-r5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4144	PL17_148	right	r6	4	4	2	gem	flo	1	yes	PL17_148gemflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4145	PL17_148	right	r7	4	4	2	gem	flo	1	yes	PL17_148gemflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4146	PL17_148	right	r8	4	4	2	gem	flo	1	yes	PL17_148gemflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4147	PL17_148	right	r9	4	4	2	gem	flo	1	yes	PL17_148gemflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4148	PL17_148	right	r10	4	4	2	gem	flo	1	yes	PL17_148gemflo-r10-s4-f4-c2-d1.CR2	On	0
4	IMG_4149	PL17_148	left	l1	4	4	2	gem	flo	1	yes	PL17_148gemflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4150	PL17_148	left	l2	4	4	2	gem	flo	1	yes	PL17_148gemflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4151	PL17_148	left	l3	4	4	2	gem	flo	1	yes	PL17_148gemflo-l3-s4-f4-c2-d1.CR2	On	0
4	IMG_4152	PL17_148	left	l4	4	4	2	gem	flo	1	yes	PL17_148gemflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4153	PL17_148	left	l5	4	4	2	gem	flo	1	yes	PL17_148gemflo-l5-s4-f4-c2-d1.CR2	On	0
4	IMG_4154	PL17_148	left	l6	4	4	2	gem	flo	1	yes	PL17_148gemflo-l6-s4-f4-c2-d1.CR2	On	1
4	IMG_4155	PL17_148	left	l7	4	4	2	gem	flo	1	yes	PL17_148gemflo-l7-s4-f4-c2-d1.CR2	On	0
4	IMG_4156	PL17_148	left	l8	4	4	2	gem	flo	1	no	PL17_148gemflo-l8-s4-f4-c2-d1.CR2	Off	0
4	IMG_4157	PL17_148	left	l9	4	4	2	gem	flo	1	no	PL17_148gemflo-l9-s4-f4-c2-d1.CR2	Off	1
4	IMG_4158	PL17_148	left	l10	4	4	2	gem	flo	1	no	PL17_148gemflo-l10-s4-f4-c2-d1.CR2	Off	0
4	IMG_4159	PL17_148	left	l11	4	4	2	gem	flo	1	no	PL17_148gemflo-l11-s4-f4-c2-d1.CR2	Off	0
4	IMG_4163	PL17_149	right	r1	4	4	2	nig	flo	1	yes	PL17_149nigflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4164	PL17_149	right	r2	4	4	2	nig	flo	1	no	PL17_149nigflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4165	PL17_149	right	r3	4	4	2	nig	flo	1	yes	PL17_149nigflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4166	PL17_149	right	r4	4	4	2	nig	flo	1	yes	PL17_149nigflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4167	PL17_149	right	r5	4	4	2	nig	flo	1	no	PL17_149nigflo-r5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4168	PL17_149	right	r6	4	4	2	nig	flo	1	no	PL17_149nigflo-r6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4169	PL17_149	left	l1	4	4	2	nig	flo	1	yes	PL17_149nigflo-l1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4170	PL17_149	left	l2	4	4	2	nig	flo	1	no	PL17_149nigflo-l2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4171	PL17_149	left	l3	4	4	2	nig	flo	1	yes	PL17_149nigflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4172	PL17_149	left	l4	4	4	2	nig	flo	1	yes	PL17_149nigflo-l4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4173	PL17_149	left	l5	4	4	2	nig	flo	1	yes	PL17_149nigflo-l5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4174	PL17_149	left	l6	4	4	2	nig	flo	1	yes	PL17_149nigflo-l6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4175	PL17_149	left	l7	4	4	2	nig	flo	1	yes	PL17_149nigflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4176	PL17_149	left	l8	4	4	2	nig	flo	1	no	PL17_149nigflo-l8-s4-f4-c2-d1.CR2	Off	1
4	IMG_4177	PL17_149	left	l9	4	4	2	nig	flo	1	no	PL17_149nigflo-l9-s4-f4-c2-d1.CR2	Off	0
4	IMG_4179	PL17_150	right	r1	4	4	2	uni	flo	1	no	PL17_150uniflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4180	PL17_150	left	l1	4	4	2	uni	flo	1	no	PL17_150uniflo-l1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4181	PL17_150	left	l2	4	4	2	uni	flo	1	no	PL17_150uniflo-l2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4182	PL17_150	left	l3	4	4	2	uni	flo	1	no	PL17_150uniflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4183	PL17_150	left	l4	4	4	2	uni	flo	1	no	PL17_150uniflo-l4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4184	PL17_150	right	r2	4	4	2	uni	flo	1	no	PL17_150uniflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4185	PL17_150	right	r3	4	4	2	uni	flo	1	no	PL17_150uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4186	PL17_150	right	r4	4	4	2	uni	flo	1	no	PL17_150uniflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4187	PL17_150	left	l5	4	4	2	uni	flo	1	no	PL17_150uniflo-l5-s4-f4-c2-d1.CR2	Off	1
4	IMG_4188	PL17_150	left	l6	4	4	2	uni	flo	1	no	PL17_150uniflo-l6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4189	PL17_150	left	l7	4	4	2	uni	flo	1	no	PL17_150uniflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4190	PL17_150	left	l8	4	4	2	uni	flo	1	no	PL17_150uniflo-l8-s4-f4-c2-d1.CR2	Off	0
4	IMG_4195	PL17_151	right	r1	4	4	2	uni	flo	1	no	PL17_151uniflo-r1-s4-f4-c2-d1.CR2	Off	1
4	IMG_4196	PL17_151	right	r2	4	4	2	uni	flo	1	no	PL17_151uniflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4197	PL17_151	right	r3	4	4	2	uni	flo	1	no	PL17_151uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4198	PL17_151	right	r4	4	4	2	uni	flo	1	yes	PL17_151uniflo-r4-s4-f4-c2-d1.CR2	On	0
4	IMG_4200	PL17_151	right	r5	4	4	2	uni	flo	1	yes	PL17_151uniflo-r5-s4-f4-c2-d1.CR2	On	0
4	IMG_4201	PL17_151	right	r6	4	4	2	uni	flo	1	yes	PL17_151uniflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4202	PL17_151	right	r7	4	4	2	uni	flo	1	yes	PL17_151uniflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4203	PL17_151	right	r8	4	4	2	uni	flo	1	yes	PL17_151uniflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4204	PL17_151	right	r9	4	4	2	uni	flo	1	yes	PL17_151uniflo-r9-s4-f4-c2-d1.CR2	On	0
4	IMG_4205	PL17_151	right	r10	4	4	2	uni	flo	1	yes	PL17_151uniflo-r10-s4-f4-c2-d1.CR2	On	0
4	IMG_4206	PL17_151	left	l1	4	4	2	uni	flo	1	yes	PL17_151uniflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4207	PL17_151	left	l2	4	4	2	uni	flo	1	yes	PL17_151uniflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4208	PL17_151	left	l3	4	4	2	uni	flo	1	yes	PL17_151uniflo-l3-s4-f4-c2-d1.CR2	On	1
4	IMG_4209	PL17_151	left	l4	4	4	2	uni	flo	1	yes	PL17_151uniflo-l4-s4-f4-c2-d1.CR2	On	0
4	IMG_4210	PL17_151	left	l5	4	4	2	uni	flo	1	no	PL17_151uniflo-l5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4211	PL17_151	left	l6	4	4	2	uni	flo	1	no	PL17_151uniflo-l6-s4-f4-c2-d1.CR2	Off	0
4	IMG_4212	PL17_151	left	l7	4	4	2	uni	flo	1	no	PL17_151uniflo-l7-s4-f4-c2-d1.CR2	Off	0
4	IMG_4228	PL17_152	right	r1	4	4	2	pue	flo	1	no	PL17_152pueflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4229	PL17_152	right	r2	4	4	2	pue	flo	1	no	PL17_152pueflo-r2-s4-f4-c2-d1.CR2	Off	1
4	IMG_4230	PL17_152	right	r3	4	4	2	pue	flo	1	no	PL17_152pueflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4231	PL17_152	right	r4	4	4	2	pue	flo	1	yes	PL17_152pueflo-r4-s4-f4-c2-d1.CR2	On	0
4	IMG_4232	PL17_152	right	r5	4	4	2	pue	flo	1	yes	PL17_152pueflo-r5-s4-f4-c2-d1.CR2	On	0
4	IMG_4233	PL17_152	right	r6	4	4	2	pue	flo	1	yes	PL17_152pueflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4234	PL17_152	right	r7	4	4	2	pue	flo	1	yes	PL17_152pueflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4235	PL17_152	right	r8	4	4	2	pue	flo	1	yes	PL17_152pueflo-r8-s4-f4-c2-d1.CR2	On	1
4	IMG_4236	PL17_152	left	l1	4	4	2	pue	flo	1	yes	PL17_152pueflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4237	PL17_152	left	l2	4	4	2	pue	flo	1	yes	PL17_152pueflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4238	PL17_152	left	l3	4	4	2	pue	flo	1	no	PL17_152pueflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4239	PL17_152	left	l4	4	4	2	pue	flo	1	no	PL17_152pueflo-l4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4240	PL17_152	left	l5	4	4	2	pue	flo	1	no	PL17_152pueflo-l5-s4-f4-c2-d1.CR2	Off	0
4	IMG_4244	PL17_153	right	r1	4	4	2	gem	flo	1	no	PL17_153gemflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4245	PL17_153	right	r2	4	4	2	gem	flo	1	no	PL17_153gemflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4246	PL17_153	right	r3	4	4	2	gem	flo	1	no	PL17_153gemflo-r3-s4-f4-c2-d1.CR2	Off	1
4	IMG_4247	PL17_153	right	r4	4	4	2	gem	flo	1	no	PL17_153gemflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4248	PL17_153	right	r5	4	4	2	gem	flo	1	yes	PL17_153gemflo-r5-s4-f4-c2-d1.CR2	On	1
4	IMG_4249	PL17_153	right	r6	4	4	2	gem	flo	1	yes	PL17_153gemflo-r6-s4-f4-c2-d1.CR2	On	0
4	IMG_4250	PL17_153	right	r7	4	4	2	gem	flo	1	yes	PL17_153gemflo-r7-s4-f4-c2-d1.CR2	On	0
4	IMG_4251	PL17_153	right	r8	4	4	2	gem	flo	1	yes	PL17_153gemflo-r8-s4-f4-c2-d1.CR2	On	0
4	IMG_4252	PL17_153	left	l1	4	4	2	gem	flo	1	yes	PL17_153gemflo-l1-s4-f4-c2-d1.CR2	On	0
4	IMG_4253	PL17_153	left	l2	4	4	2	gem	flo	1	yes	PL17_153gemflo-l2-s4-f4-c2-d1.CR2	On	0
4	IMG_4254	PL17_153	left	l3	4	4	2	gem	flo	1	no	PL17_153gemflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4255	PL17_153	left	l4	4	4	2	gem	flo	1	no	PL17_153gemflo-l4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4294	PL17_154	right	r1	4	4	2	uni	flo	1	no	PL17_154uniflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4295	PL17_154	right	r2	4	4	2	uni	flo	1	no	PL17_154uniflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4296	PL17_154	right	r3	4	4	2	uni	flo	1	no	PL17_154uniflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4297	PL17_154	left	l1	4	4	2	uni	flo	1	no	PL17_154uniflo-l1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4298	PL17_154	left	l2	4	4	2	uni	flo	1	no	PL17_154uniflo-l2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4299	PL17_154	left	l3	4	4	2	uni	flo	1	no	PL17_154uniflo-l3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4300	PL17_154	left	l4	4	4	2	uni	flo	1	no	PL17_154uniflo-l4-s4-f4-c2-d1.CR2	Off	1
4	IMG_4303	PL17_155	right	r1	4	4	2	pue	flo	1	no	PL17_155pueflo-r1-s4-f4-c2-d1.CR2	Off	0
4	IMG_4304	PL17_155	right	r2	4	4	2	pue	flo	1	no	PL17_155pueflo-r2-s4-f4-c2-d1.CR2	Off	0
4	IMG_4305	PL17_155	right	r3	4	4	2	pue	flo	1	no	PL17_155pueflo-r3-s4-f4-c2-d1.CR2	Off	0
4	IMG_4306	PL17_155	right	r4	4	4	2	pue	flo	1	no	PL17_155pueflo-r4-s4-f4-c2-d1.CR2	Off	0
4	IMG_4307	PL17_155	right	r5	4	4	2	pue	flo	1	no	PL17_155pueflo-r5-s4-f4-c2-d1.CR2	Off	0
